category,title_categories,summarize_categories,title,author,fascicle,year,start_page,end_page,pdf_link,id
"['Política', 'Sociología', 'Política y Sociología']","['Triple Ficción', 'Pueblo', 'Representación', 'Participación', 'Futuro']","['Pueblo', 'Voluntad', 'Democracia', 'Representación', 'Principio']","La triple ficción del pueblo, de la representación y de la participación: hoy y en el futuro",Antonio Perpiñá Rodríguez,1,1982,00317,00340,abrir_pdf.php?id=ANU-M-1982-10031700340,ANU-M-1982-10031700340
"['Política', 'Sociología', 'Política y Sociología']",['Personalidad'],"['Jurídica', 'Personalidad', 'Órganos', 'Derecho']",La personalidad jurídica del Estado,Laureano López Rodó,1,1982,00341,00355,abrir_pdf.php?id=ANU-M-1982-10034100355,ANU-M-1982-10034100355
['Economía'],"['Consejo Económico', 'Social', 'Antecedentes', '1883-1976']","['Consejo', 'Nacional', 'Economía', 'Decreto', 'Real']",El Consejo Económico y Social: antecedentes españoles (1883-1976),Juan Velarde Fuertes,1,1982,00359,00382,abrir_pdf.php?id=ANU-M-1982-10035900382,ANU-M-1982-10035900382
['Economía'],"['Gasto', 'Principio', 'Representación', 'Crisis']","['Público', 'Gasto', 'Equilibrio', 'Presupuestario', 'Presupuesto']","Gasto público, principio de representación y crisis económica",Enrique Fuentes Quintana,1,1982,00383,00403,abrir_pdf.php?id=ANU-M-1982-10038300403,ANU-M-1982-10038300403
['Vida Académica'],"['Crónica', 'Curso', '1981-1982']","['Señores', 'Coloquio', 'García', 'Alvarez', 'Historia']",Crónica del curso 1981-1982,RACMYP,1,1982,00407,00413,abrir_pdf.php?id=ANU-M-1982-10040700413,ANU-M-1982-10040700413
['Necrológicas'],"['D. José Ignacio Alcorta', 'Echevarría']","['Situación', 'Labor', 'Académico', 'Muerte', 'Alcorta']",D. José Ignacio de Alcorta y Echevarría,RACMYP,1,1983,00007,00010,abrir_pdf.php?id=ANU-M-1983-10000700010,ANU-M-1983-10000700010
['Filosofía'],"['Permanencia', 'Cambio', 'Educación']","['Hombre', 'Palabras', 'Elementos', 'Cambio', 'Vocabulario']",Permanencia y cambio en la educación,Víctor García Hoz,1,1983,00013,00040,abrir_pdf.php?id=ANU-M-1983-10001300040,ANU-M-1983-10001300040
['Filosofía'],['Envidia'],"['Envidia', 'Envidioso', 'Sentimiento', 'Hombre', 'Social']",Sobre la envidia,Gonzalo Fernández De La Mora,1,1983,00041,00110,abrir_pdf.php?id=ANU-M-1983-10004100110,ANU-M-1983-10004100110
"['Política', 'Sociología', 'Política y Sociología']","['Problema', 'Representación', 'Democracias', 'Masas']","['Política', 'Representación', 'Partidos', 'Políticos', 'Democracia']",El problema de la representación en las democracias de masas,Jesús Fueyo Álvarez,1,1983,00113,00122,abrir_pdf.php?id=ANU-M-1983-10011300122,ANU-M-1983-10011300122
"['Política', 'Sociología', 'Política y Sociología']","['Crisis', 'Convivencia']","['Hombre', 'Convivencia', 'Información', 'Vida', 'Mundo']",La crisis de la convivencia,Mariano Yela Granizo,1,1983,00123,00154,abrir_pdf.php?id=ANU-M-1983-10012300154,ANU-M-1983-10012300154
"['Política', 'Sociología', 'Política y Sociología']","['Defensa', 'Remanso', 'Avenamientos']","['Cambio', 'Servicio', 'Ejército', 'Marina', 'Organización']",La defensa nacional: Un remanso y sus avenamientos,Manuel Díez Alegría,1,1983,00155,00170,abrir_pdf.php?id=ANU-M-1983-10015500170,ANU-M-1983-10015500170
"['Política', 'Sociología', 'Política y Sociología']",['Terrorismo'],"['Terroristas', 'Grupos', 'Terrorismo', 'Seguridad', 'Internacionales']",El terrorismo internacional,Salustiano del Campo Urbano,1,1983,00171,00188,abrir_pdf.php?id=ANU-M-1983-10017100188,ANU-M-1983-10017100188
"['Política', 'Sociología', 'Política y Sociología']","['Pornografía', 'Violencia']","['Pornografía', 'Materiales', 'Sexual', 'Violencia', 'Mujer']",Pornografía y violencia,Primitivo De la Quintana López,1,1983,00189,00218,abrir_pdf.php?id=ANU-M-1983-10018900218,ANU-M-1983-10018900218
"['Política', 'Sociología', 'Política y Sociología']","['Permanencia', 'Cambio', 'Crisis', 'Sociedad']","['Mundo', 'Crisis', 'Cambio', 'Social', 'Cultura']",Permanencia y cambio en la crisis de la sociedad contemporánea,Antonio Perpiñá Rodríguez,1,1983,00219,00278,abrir_pdf.php?id=ANU-M-1983-10021900278,ANU-M-1983-10021900278
"['Política', 'Sociología', 'Política y Sociología']","['Proceso', 'Integración', 'Balance']","['Europa', 'Años', 'Naciones', 'Política', 'Europea']",El proceso de la integración europea: Un balance,José María de Areilza y Martínez de Rodas,1,1983,00279,00292,abrir_pdf.php?id=ANU-M-1983-10027900292,ANU-M-1983-10027900292
['Derecho'],"['Principio', 'Igualdad', 'Jurisprudencia Tribunal Constitucional']","['Igualdad', 'Principio', 'Número', 'Sentencia', 'Artículo']",El principio de igualdad en la Jurisprudencia del Tribunal Constitucional,Laureano López Rodó,1,1983,00295,00311,abrir_pdf.php?id=ANU-M-1983-10029500311,ANU-M-1983-10029500311
['Vida Académica'],"['Informe', 'Despenalización', 'Aborto']","['Aborto', 'Academia', 'Graves', 'Madre', 'Vida']",Informe sobre despenalización del aborto,RACMYP,1,1983,00315,00320,abrir_pdf.php?id=ANU-M-1983-10031500320,ANU-M-1983-10031500320
['Vida Académica'],"['Crónica', 'Curso', '1982-1983']","['Derecho', 'Administración', 'Académico', 'Principio', 'Octubre']",Crónica del curso 1982-1983,RACMYP,1,1983,00321,00327,abrir_pdf.php?id=ANU-M-1983-10032100327,ANU-M-1983-10032100327
['Necrológicas'],"['Memoriam', 'Valentín Andrés Álvarez']","['Valentín', 'Andrés', 'Economía', 'Alvarez', 'Orden']","""In Memoriam"" Valentín Andrés Álvarez",Juan Velarde Fuertes,1,1984,00007,00013,abrir_pdf.php?id=ANU-M-1984-10000700013,ANU-M-1984-10000700013
['Filosofía Social'],"['Raymond Aron', 'Tocqueville', 'España']","['Aron', 'Obra', 'Tocqueville', 'Libro', 'Ortega']","Raymond Aron, Tocqueville y España",Luis Diez del Corral,1,1984,00017,00024,abrir_pdf.php?id=ANU-M-1984-10001700024,ANU-M-1984-10001700024
['Filosofía Social'],['Reforma'],"['Social', 'Previsión', 'Seguros', 'Sociales', 'Instituto']",Reforma social y reforma moral,Antonio Perpiñá Rodríguez,1,1984,00025,00036,abrir_pdf.php?id=ANU-M-1984-10002500036,ANU-M-1984-10002500036
['Filosofía Social'],"['Raíces', 'Carlos Marx']","['División', 'Marx', 'Alienación', 'Propiedad', 'Privada']",Las raíces del trabajo alienado en Carlos Marx,Manuel Alonso Olea,1,1984,00037,00058,abrir_pdf.php?id=ANU-M-1984-10003700058,ANU-M-1984-10003700058
['Filosofía Social'],"['Revisión', 'Figura', 'Cardenal Gomá']","['Iglesia', 'Cardenal', 'España', 'Boeta-Tud', 'Tomo']",Revisión de la figura del Cardenal Gomá,Marcelo González Martín,1,1984,00059,00068,abrir_pdf.php?id=ANU-M-1984-10005900068,ANU-M-1984-10005900068
['Filosofía Social'],"['Violencia', 'Familia']","['Mujer', 'Violencia', 'Familia', 'Mujeres', 'Relaciones']",Violencia en la familia,Primitivo De la Quintana López,1,1984,00069,00098,abrir_pdf.php?id=ANU-M-1984-10006900098,ANU-M-1984-10006900098
['Filosofía Social'],"['Reflexiones', 'Formación', 'Ética', 'Universitarios']","['Formación', 'Pedagogía', 'Ideas', 'Científica', 'Hombre']",Reflexiones sobre la formación científica y ética de los universitarios,Víctor García Hoz,1,1984,00099,00126,abrir_pdf.php?id=ANU-M-1984-10009900126,ANU-M-1984-10009900126
"['Política', 'Derecho', 'Política y Derecho']","['Leyes Orgánias Trnasferencia', 'Delegación']","['Artículo', 'Comunidades', 'Facultades', 'Constitución']",Leyes Orgánias de Trnasferencia y Delegación,Laureano López Rodó,1,1984,00129,00144,abrir_pdf.php?id=ANU-M-1984-10012900144,ANU-M-1984-10012900144
"['Política', 'Derecho', 'Política y Derecho']","['Trayectoria', 'George Orwell']","['Orwell', 'Blair', 'Londres', 'Eric', 'Guerra']",La trayectoria de George Orwell,José María de Areilza y Martínez de Rodas,1,1984,00145,00156,abrir_pdf.php?id=ANU-M-1984-10014500156,ANU-M-1984-10014500156
"['Política', 'Derecho', 'Política y Derecho']","['Primicias', 'Confesión']","['Viaje', 'Presidente', 'Puesto', 'País', 'Hiciera']",Primicias de una confesión,José María Díez Alegría,1,1984,00157,00172,abrir_pdf.php?id=ANU-M-1984-10015700172,ANU-M-1984-10015700172
"['Política', 'Derecho', 'Política y Derecho']",['Alejandro Mon'],"['Hacienda', 'Reforma', 'Ministro', 'Santillán', 'Años']",Alejandro Mon,Gonzalo Fernández De La Mora,1,1984,00173,00192,abrir_pdf.php?id=ANU-M-1984-10017300192,ANU-M-1984-10017300192
"['Política', 'Derecho', 'Política y Derecho']","['Vitoria', 'Grocio', 'Respectivos Centenarios']","['Derecho', 'Grocio', 'Vitoria', 'Idea', 'Guerra']",Vitoria y Grocio en sus respectivos centenarios,Antonio Truyol Serra,1,1984,00193,00202,abrir_pdf.php?id=ANU-M-1984-10019300202,ANU-M-1984-10019300202
"['Política', 'Derecho', 'Política y Derecho']","['Simón Bolívar', 'Historia', 'Hispanoamérica']","['Bolívar', 'Ejecutivo', 'Constitución', 'Pensamiento', 'Libertad']",Simón Bolívar y la historia constitucional de Hispanoamérica,Luis Sánchez Agesta,1,1984,00203,00226,abrir_pdf.php?id=ANU-M-1984-10020300226,ANU-M-1984-10020300226
"['Política', 'Derecho', 'Política y Derecho']","['Principios', 'Derecho', 'Islas Maldivas']","['Derecho', 'Internacional', 'Asamblea', 'Malvinas', 'Soberanía']",Principios jurídicos para reafirmar el derecho argentino a las Islas Maldivas,Julio José Martínez Vivot,1,1984,00227,00244,abrir_pdf.php?id=ANU-M-1984-10022700244,ANU-M-1984-10022700244
['Sociología Económica'],"['Gestión', 'Indalecio Prieto', 'Ministerio Obras Pùblicas']","['Prieto', 'Obras', 'Política', 'Públicas']",Gestión económica de Indalecio Prieto en el Ministerio de Obras Pùblicas,Juan Velarde Fuertes,1,1984,00247,00268,abrir_pdf.php?id=ANU-M-1984-10024700268,ANU-M-1984-10024700268
['Sociología Económica'],"['Amor', 'Modelos', 'Familia']","['Matrimonio', 'Familia', 'Amor', 'Relación', 'Hijos']","Amor, modelos matrimoniales y porvenir de la familia",Salustiano del Campo Urbano,1,1984,00269,00285,abrir_pdf.php?id=ANU-M-1984-10026900285,ANU-M-1984-10026900285
['Filosofía Social'],"['Iglesia', 'Idea', 'Europa']","['Europa', 'Hombre', 'Iglesia', 'Pueblos', 'Hombres']",La iglesia de hoy ante la idea de una Europa unida,Marcelo González Martín,1,1985,00007,00022,abrir_pdf.php?id=ANU-M-1985-10000700022,ANU-M-1985-10000700022
['Filosofía Social'],"['Alegría', 'Homo', 'Gaudens']","['Alegría', 'Hombre', 'Vida', 'Placer', 'Felicidad']","Sobre la alegría. El ""homo gaudens""",Víctor García Hoz,1,1985,00023,00044,abrir_pdf.php?id=ANU-M-1985-10002300044,ANU-M-1985-10002300044
['Filosofía Social'],"['Totalitarismo', 'Izquierda']","['Personalidad', 'Eysenck', 'Adorno', 'Fascistas', 'Tipo']",El totalitarismo de izquierda,José Luis Pinillos Díaz,1,1985,00045,00059,abrir_pdf.php?id=ANU-M-1985-10004500059,ANU-M-1985-10004500059
"['Política', 'Derecho', 'Política y Derecho']",['Deuda'],"['Deuda', 'Países', 'Conjunto', 'Extema', 'Iberoamérica']",La deuda externa iberoamericana,Manuel Fraga Iribarne,1,1985,00063,00080,abrir_pdf.php?id=ANU-M-1985-10006300080,ANU-M-1985-10006300080
"['Política', 'Derecho', 'Política y Derecho']","['Democracia', 'Municipio']","['Cortes', 'Sesiones', 'Municipio', 'Junta', 'Representación']",La democracia orgánica en el municipio español,Gonzalo Fernández De La Mora,1,1985,00081,00102,abrir_pdf.php?id=ANU-M-1985-10008100102,ANU-M-1985-10008100102
"['Política', 'Derecho', 'Política y Derecho']","['Justicia', 'Constitución']","['Derechos', 'Justicia', 'Judicial', 'Jueces', 'Tribunal']",La justicia en la Constitución,Luis Sánchez Agesta,1,1985,00103,00116,abrir_pdf.php?id=ANU-M-1985-10010300116,ANU-M-1985-10010300116
"['Política', 'Derecho', 'Política y Derecho']","['Meditación', 'Lectura']","['Fuerzas', 'Militar', 'Defensa', 'Política', 'España']",Meditación tras una lectura,José María Díez Alegría,1,1985,00117,00132,abrir_pdf.php?id=ANU-M-1985-10011700132,ANU-M-1985-10011700132
"['Política', 'Derecho', 'Política y Derecho']","['Dignidad', 'Persona', 'Jurisprudencia']","['Persona', 'Derechos', 'Dignidad', 'Artículo', 'Constitución']",La dignidad de la persona en la jurisprudencia constitucional,José González Pérez,1,1985,00133,00148,abrir_pdf.php?id=ANU-M-1985-10013300148,ANU-M-1985-10013300148
"['Política', 'Derecho', 'Política y Derecho']","['Visicitudes', 'Derecho', 'Alternativas', 'País']","['País', 'Uruguay', 'República', 'Partidos']",Las visicitudes de un derecho en las alternativas de un país,Américo Pla Rodríguez,1,1985,00149,00166,abrir_pdf.php?id=ANU-M-1985-10014900166,ANU-M-1985-10014900166
['Ciencias Sociales'],['Proyecto Ley Aguas'],"['Aguas', 'Artículo', 'Propiedad', 'Proyecto', 'Derecho']",El Proyecto de la Ley de Aguas,Laureano López Rodó,1,1985,00169,00176,abrir_pdf.php?id=ANU-M-1985-10016900176,ANU-M-1985-10016900176
['Ciencias Sociales'],"['Cuestiones', 'Despido', 'Conversación', 'Periodista', 'Empleada', 'Iglesia']","['Artículo', 'Proceso', 'Sentencia', 'Derecho', 'Tribunal']",Dos cuestiones constitucionales sobre despido: la conversación grabada al periodista y la empleada conversa a la iglesia adventista,Manuel Alonso Olea,1,1985,00177,00186,abrir_pdf.php?id=ANU-M-1985-10017700186,ANU-M-1985-10017700186
['Ciencias Sociales'],"['Transición', 'Crecimiento', 'Cero', 'Población']","['Natalidad', 'Población', 'Fecundidad', 'Mortalidad', 'Crecimiento']",La transición demográfica y el crecimiento cero de la población mundial,Salustiano del Campo Urbano,1,1985,00187,00199,abrir_pdf.php?id=ANU-M-1985-10018700199,ANU-M-1985-10018700199
['Economía'],['Liberación'],"['Hombre', 'Dios', 'Mundo', 'Vida', 'Humano']",Liberación por trabajo,Mariano Navarro Rubio,1,1985,00203,00232,abrir_pdf.php?id=ANU-M-1985-10020300232,ANU-M-1985-10020300232
['Economía'],"['Pensamiento', 'Relación', 'Unión Ibérica']","['Portugal', 'España', 'Unión', 'Pueblos']",El pensamiento económico peninsular en relación con la Unión Ibérica,Juan Velarde Fuertes,1,1985,00233,00264,abrir_pdf.php?id=ANU-M-1985-10023300264,ANU-M-1985-10023300264
['Economía'],"['Problemas', 'Economías']","['Países', 'Política', 'Políticas', 'Costes', 'Sistema']",Problemas de las economías europeas,Luis Angel Rojo Duque,1,1985,00265,00282,abrir_pdf.php?id=ANU-M-1985-10026500282,ANU-M-1985-10026500282
['Vida Académica'],['Junta Gobierno'],"['Excmo', 'Cargos', 'Académicos', 'Elección', 'Gobierno']",Nueva Junta de Gobierno,RACMYP,1,1985,00285,00286,abrir_pdf.php?id=ANU-M-1985-10028500286,ANU-M-1985-10028500286
['Vida Académica'],['Recepciones'],"['Derecho', 'Oposición', 'Años', 'Evolución', 'Keynes']",Recepciones,RACMYP,1,1985,00287,00290,abrir_pdf.php?id=ANU-M-1985-10028700290,ANU-M-1985-10028700290
['Vida Académica'],['Noticiario Académico'],"['Excmo', 'Académico', 'Congreso', 'Celebrado', 'Tomó']",Noticiario Académico,RACMYP,1,1985,00291,00292,abrir_pdf.php?id=ANU-M-1985-10029100292,ANU-M-1985-10029100292
['Vida Académica'],['Disertaciones Académicas'],"['García', 'Fuelles', 'Febrero', 'González', 'Alvarez']",Disertaciones Académicas,RACMYP,1,1985,00293,00293,abrir_pdf.php?id=ANU-M-1985-10029300293,ANU-M-1985-10029300293
['Filosofía Social'],"['Introducción', 'Centenario', 'García Morente']","['Vida', 'Existencia', 'Ente', 'Entes', 'Objetos']",Introducción al centenario de García Morente,Angel González Álvarez,1,1986,00007,00016,abrir_pdf.php?id=ANU-M-1986-10000700016,ANU-M-1986-10000700016
['Filosofía Social'],"['Eufemismo', 'Europa']","['Iglesia', 'Iglesias', 'Cristo', 'Unidad', 'Católica']",El eufemismo y la Europa unida,Marcelo González Martín,1,1986,00017,00046,abrir_pdf.php?id=ANU-M-1986-10001700046,ANU-M-1986-10001700046
['Filosofía Social'],"['Síntesis', 'Sentido', 'Psicología', 'Inteligencia']","['Inteligencia', 'Hombre', 'Aptitudes', 'Verbal', 'Inteligente']",Síntesis y sentido de la psicología de la inteligencia,Mariano Yela Granizo,1,1986,00047,00074,abrir_pdf.php?id=ANU-M-1986-10004700074,ANU-M-1986-10004700074
['Filosofía Social'],"['Educación', 'Convivencia', 'Paz']","['Hombre', 'Educación', 'Sociales', 'Bienes', 'Social']",La educación para la convivencia y la paz,Víctor García Hoz,1,1986,00075,00096,abrir_pdf.php?id=ANU-M-1986-10007500096,ANU-M-1986-10007500096
"['Política', 'Derecho', 'Política y Derecho']","['Transicion', 'Crónica', 'Sociología']","['Oposición', 'Gobierno', 'Democrática', 'Política', 'Proceso']","Transicion política española (De la ""Crónica"" a la ""Sociología política"")",Carlos Ollero Gómez,1,1986,00099,00128,abrir_pdf.php?id=ANU-M-1986-10009900128,ANU-M-1986-10009900128
"['Política', 'Derecho', 'Política y Derecho']","['Ensueños', 'Ejército']","['Guerra', 'Europa', 'Ejército', 'Fuerzas', 'Europea']",Ensueños sobre un ejército europeo,José M.ª Díez-Alegría,1,1986,00129,00148,abrir_pdf.php?id=ANU-M-1986-10012900148,ANU-M-1986-10012900148
"['Política', 'Derecho', 'Política y Derecho']","['Neocorporativismo', 'Representación']","['Representación', 'Política', 'Intereses', 'Partidos', 'Social']",Neocorporativismo y representación política,Gonzalo Fernández De La Mora,1,1986,00149,00178,abrir_pdf.php?id=ANU-M-1986-10014900178,ANU-M-1986-10014900178
"['Política', 'Derecho', 'Política y Derecho']","['Comunidades Europeas', 'Unión Europea']","['Consejo', 'Europeo', 'Unión', 'Europea', 'Comunidad']",Comunidades Europeas y Unión Europea,Antonio Truyol Serra,1,1986,00179,00190,abrir_pdf.php?id=ANU-M-1986-10017900190,ANU-M-1986-10017900190
"['Política', 'Derecho', 'Política y Derecho']","['Peculiaridad', 'Recurso', 'Amparo', 'Intervención', 'Juez']","['Derechos', 'Amparo', 'Derecho', 'Constitución', 'Protección']",La peculiaridad del recurso de amparo y la intervención del juez,Luis Sánchez Agesta,1,1986,00191,00200,abrir_pdf.php?id=ANU-M-1986-10019100200,ANU-M-1986-10019100200
"['Política', 'Derecho', 'Política y Derecho']",['Inteligencia'],"['Política', 'Inteligencia', 'Político', 'Hombre', 'Libro']",Sobre la inteligencia política,Jesús Fueyo Álvarez,1,1986,00201,00214,abrir_pdf.php?id=ANU-M-1986-10020100214,ANU-M-1986-10020100214
"['Política', 'Derecho', 'Política y Derecho']",['Inconstitucionalidad Legislación Tributaria'],"['Artículo', 'Derecho', 'Pena', 'Delito', 'Sanción']",Inconstitucionalidad de la Legislación Tributaria,Jesús González Pérez,1,1986,00215,00229,abrir_pdf.php?id=ANU-M-1986-10021500229,ANU-M-1986-10021500229
['Ciencias Sociales'],"['Tribunales Administrativos', 'Bretaña']","['Tribunales', 'Administrativos', 'Tribunals', 'Administración', 'Inglaterra']",Los Tribunales Administrativos en la Gran Bretaña,Laureano López Rodó,1,1986,00233,00242,abrir_pdf.php?id=ANU-M-1986-10023300242,ANU-M-1986-10023300242
['Ciencias Sociales'],['Aspectos Sociales Comunidad Económica Europea'],"['Comunidad', 'España', 'Libre', 'Trabajadores', 'Países']",Aspectos sociales de la comunidad Económica Europea,Manuel Alonso Olea,1,1986,00243,00252,abrir_pdf.php?id=ANU-M-1986-10024300252,ANU-M-1986-10024300252
['Ciencias Sociales'],['Política'],"['Población', 'Años', 'Países', 'España', 'Crecimiento']",¿Hacia una política demográfica española?,Salustiano del Campo Urbano,1,1986,00253,00272,abrir_pdf.php?id=ANU-M-1986-10025300272,ANU-M-1986-10025300272
['Ciencias Sociales'],"['Consideraciones', 'Burocracia']","['Burocracia', 'Funcionarios', 'Funcionario', 'Administración', 'Burócrata']",Consideraciones sobre la burocracia,Fernando Garrido Falla,1,1986,00273,00280,abrir_pdf.php?id=ANU-M-1986-10027300280,ANU-M-1986-10027300280
['Economía'],"['Luis Olariaga', 'Centenario']","['Olariaga', 'Ortega', 'España', 'Economía', 'Keynes']",Luis Olariaga en su centenario,Juan Velarde Fuertes,1,1986,00283,00294,abrir_pdf.php?id=ANU-M-1986-10028300294,ANU-M-1986-10028300294
['Economía'],"['Convergencias', 'Políticas']","['Políticas', 'Años', 'Países', 'Área', 'Economías']",Convergencias de las políticas económicas europeas,Luis Angel Rojo Duque,1,1986,00295,00306,abrir_pdf.php?id=ANU-M-1986-10029500306,ANU-M-1986-10029500306
['Vida Académica'],"['Homenaje', 'Legaz', 'Lacambra']","['Legaz', 'Derecho', 'Justicia', 'España', 'Volúmenes']",Homenaje a Legaz y Lacambra,Laureano López Rodó,1,1986,00309,00310,abrir_pdf.php?id=ANU-M-1986-10030900310,ANU-M-1986-10030900310
['Vida Académica'],"['Necrologías', 'José María Oriol']","['Desarrollo', 'Historia', 'Energía', 'Efecto', 'Países']",Necrologías: José María de Oriol,Alfonso García Valdecasas,1,1986,00311,00314,abrir_pdf.php?id=ANU-M-1986-10031100314,ANU-M-1986-10031100314
['Vida Académica'],"['Necrologías', 'José María Oriol']","['José', 'Oriol', 'María', 'Años', 'Conde']",Necrologías: José María de Oriol,José María de Areilza y Martínez de Rodas,1,1986,00315,00318,abrir_pdf.php?id=ANU-M-1986-10031500318,ANU-M-1986-10031500318
['Vida Académica'],"['Necrologías', 'José María Oriol', 'Eugenio Vegas Latapié']","['Compañero', 'Española', 'José', 'Maurras', 'Historia']",Necrologías. José María de Oriol y Eugenio Vegas Latapié,Juan Velarde Fuertes,1,1986,00319,00330,abrir_pdf.php?id=ANU-M-1986-10031900330,ANU-M-1986-10031900330
['Vida Académica'],['Recepciones'],"['Derecho', 'Teología', 'Vida', 'Dios', 'Académico']",Recepciones,RACMYP,1,1986,00331,00336,abrir_pdf.php?id=ANU-M-1986-10033100336,ANU-M-1986-10033100336
['Vida Académica'],['Noticiario Académico'],"['Académico', 'Número', 'Medalla', 'Excmo', 'Universidad']",Noticiario Académico,RACMYP,1,1986,00337,00338,abrir_pdf.php?id=ANU-M-1986-10033700338,ANU-M-1986-10033700338
['Vida Académica'],['Disertaciones'],"['Mora', 'Velarde', 'Fuertes', 'Alonso', 'Olea']",Disertaciones,RACMYP,1,1986,00339,00339,abrir_pdf.php?id=ANU-M-1986-10033900339,ANU-M-1986-10033900339
"['Política', 'Derecho', 'Política y Derecho']","['Variaciones', 'Fama', 'Tocqueville']","['Tocqueville', 'Autor', 'Libro', 'Democracia', 'Edición']",Variaciones en la fama de Tocqueville,Luis Diez del Corral,1,1987,00007,00012,abrir_pdf.php?id=ANU-M-1987-10000700012,ANU-M-1987-10000700012
"['Política', 'Derecho', 'Política y Derecho']","['Ironismo', 'D´Ors']","['Principio', 'Idem', 'Contradicción', 'Ironía', ""D'Ors""]",El ironismo de d´Ors,Gonzalo Fernández De La Mora,1,1987,00013,00038,abrir_pdf.php?id=ANU-M-1987-10001300038,ANU-M-1987-10001300038
"['Política', 'Derecho', 'Política y Derecho']","['Reciente Orientación', 'Regímenes']","['Presidente', 'Ejecutivo', 'Función', 'Poderes', 'Cámaras']",La reciente orientación parlamentaria de los regímenes iberoamericanos,Luis Sánchez Agesta,1,1987,00039,00054,abrir_pdf.php?id=ANU-M-1987-10003900054,ANU-M-1987-10003900054
"['Política', 'Derecho', 'Política y Derecho']","['Justicia', 'Política']","['Principios', 'Constitución', 'Juez', 'Tribunal']",Justicia y política,Jesús González Pérez,1,1987,00055,00067,abrir_pdf.php?id=ANU-M-1987-10005500067,ANU-M-1987-10005500067
['Ciencias Sociales'],"['Relaciones', 'Santa Sede Gobierno', 'Almirante', 'Carrero']","['Iglesia', 'Español', 'Santa', 'Concordato']",Relaciones con la Santa Sede del Gobierno del almirante Carrero,Laureano López Rodó,1,1987,00071,00094,abrir_pdf.php?id=ANU-M-1987-10007100094,ANU-M-1987-10007100094
['Ciencias Sociales'],"['Ajena', 'Consideración', 'Laborem Exercens']","['Hombre', 'Proceso', 'Mundo', 'Encíclica', 'Sentido']","El trabajo por cuenta ajena. Su consideración jurídica, social y económica en la encíclica ""Laborem exercens""",Manuel Alonso Olea,1,1987,00095,00106,abrir_pdf.php?id=ANU-M-1987-10009500106,ANU-M-1987-10009500106
['Ciencias Sociales'],"['Consideraciones', 'Violencia']","['Violencia', 'Hombre', 'Sociedad', 'Tipo', 'Social']",Consideraciones sobre la violencia,Primitivo De la Quintana López,1,1987,00107,00140,abrir_pdf.php?id=ANU-M-1987-10010700140,ANU-M-1987-10010700140
['Ciencias Sociales'],"['Libertad', 'Cátedra']","['Libertad', 'Profesor', 'Artículo', 'Centro', 'Constitucional']",La libertad de cátedra,Fernando Garrido Falla,1,1987,00141,00150,abrir_pdf.php?id=ANU-M-1987-10014100150,ANU-M-1987-10014100150
['Economía'],"['Cumbre', 'Islandia']","['Nuclear', 'Cumbre', 'Nucleares', 'Unidos', 'Presidente']",Después de la cumbre de Islandia,José María de Areilza y Martínez de Rodas,1,1987,00153,00162,abrir_pdf.php?id=ANU-M-1987-10015300162,ANU-M-1987-10015300162
['Economía'],['Informe Chile'],"['Chile', '1986', 'Chilena', 'Gobierno', 'Económico']",Informe sobre Chile,Juan Velarde Fuertes,1,1987,00163,00186,abrir_pdf.php?id=ANU-M-1987-10016300186,ANU-M-1987-10016300186
['Filosofía Social'],"['Arte', 'Humanismo']","['Artes', 'Arte', 'Hombre', 'Belleza', 'Espíritu']",El arte y el humanismo,Angel González Álvarez,1,1987,00189,00204,abrir_pdf.php?id=ANU-M-1987-10018900204,ANU-M-1987-10018900204
['Filosofía Social'],"['Violencia', 'Antiguo Testamento']","['Dios', 'Yahvéh', 'Pueblo', 'Israel', 'Historia']",La violencia en el Antiguo Testamento,Marcelo González Martín,1,1987,00205,00220,abrir_pdf.php?id=ANU-M-1987-10020500220,ANU-M-1987-10020500220
['Filosofía Social'],"['Condiciones', 'Educación', 'Sociedad']","['Vida', 'Educación', 'Hombre', 'Realidad', 'Humana']",Condiciones de la educación en una sociedad confusa,Víctor García Hoz,1,1987,00221,00242,abrir_pdf.php?id=ANU-M-1987-10022100242,ANU-M-1987-10022100242
['Filosofía Social'],[],"['Historia', 'Psicohistoria', 'Estudio', 'Hombre', 'Sentido']",Qué es la psicohistoria,José Luis Pinillos Díaz,1,1987,00243,00256,abrir_pdf.php?id=ANU-M-1987-10024300256,ANU-M-1987-10024300256
['Filosofía Social'],"['Manipulación', 'Hombre', 'Lenguaje']","['Libertad', 'Forma', 'Persona', 'Términos', 'Medios']",La manipulación del hombre a través del lenguaje,Alfonso López Quintás,1,1987,00257,00276,abrir_pdf.php?id=ANU-M-1987-10025700276,ANU-M-1987-10025700276
['Filosofía Social'],"['Jerarquía', 'Unamuno', 'Reflexiones', 'Cincuenta Años', 'Muerte']","['Unamuno', 'Católica', 'Cámara', 'Carta', 'Salamanca']",La jerarquía eclesiástica ante Unamuno. Reflexiones a los cincuenta años de su muerte,Olegario González de Cardedal,1,1987,00277,00287,abrir_pdf.php?id=ANU-M-1987-10027700287,ANU-M-1987-10027700287
