id,category,title,author,facicle,year,start_page,end_page,pdf_link
ANU-M-1998-10050300514,Ciclos Monográficos. Generación del 98,Debate sobre la generación del 98,Dalmacio Negro Pavón,1,1998,00503,00514,abrir_pdf.php?id=ANU-M-1998-10050300514
ANU-M-1998-10051500523,Ciclos Monográficos. Generación del 98,Lo vivo y lo muerto del 98,Gonzalo Fernández De La Mora,1,1998,00515,00523,abrir_pdf.php?id=ANU-M-1998-10051500523
ANU-M-1998-10052700550,Ciclos Monográficos. La Iglesia en la España actual,Ubicación jurídico-social de la iglesia en la España de hoy,Antonio María Rouco Varela,1,1998,00527,00550,abrir_pdf.php?id=ANU-M-1998-10052700550
ANU-M-1998-10055100560,Ciclos Monográficos. La Iglesia en la España actual,El futuro inmediato del catolicismo en España,Marcelo González Martín,1,1998,00551,00560,abrir_pdf.php?id=ANU-M-1998-10055100560
ANU-M-1998-10056100622,Ciclos Monográficos. La Iglesia en la España actual,La iglesia en España: problemas de superficie y problemas de fondo,Olegario González de Cardedal,1,1998,00561,00622,abrir_pdf.php?id=ANU-M-1998-10056100622
ANU-M-1998-10062300634,Ciclos Monográficos. La Iglesia en la España actual,La situación de la iglesia en la España actual,Alfonso López Quintás,1,1998,00623,00634,abrir_pdf.php?id=ANU-M-1998-10062300634
ANU-M-1998-10063700660,Ciclos Monográficos. Sesiones ordinarias,Modos de captación de los valores -¿intuición eidética o abstracción por división o representación?- y su concreción,Juan Vallet de Goytisolo,1,1998,00637,00660,abrir_pdf.php?id=ANU-M-1998-10063700660
ANU-M-1998-10066100687,Ciclos Monográficos. Sesiones ordinarias,El deber de un Estado de contribuir a la consecucion del bien común internacional (bonum commune humanitatis) y su aplicación en un contexto regional. Asutria y los esfuerzos para establecer un sistema efectivo de seguridad colectiva en Europa,Heribert Franz Köck,1,1998,00661,00687,abrir_pdf.php?id=ANU-M-1998-10066100687
ANU-M-1998-10069100698,Vida Académica. Negrología,"""In Memoriam"": Rodrigo Fernández de Carvajal González",Juan Velarde Fuertes,1,1998,00691,00698,abrir_pdf.php?id=ANU-M-1998-10069100698
ANU-M-1998-10069900702,Vida Académica. Negrología,"""In Memoriam"": José María de Areilza y Martínez de Rodas",Miguel Herrero y Rodríguez de Miñón,1,1998,00699,00702,abrir_pdf.php?id=ANU-M-1998-10069900702
ANU-M-1998-10070300710,Vida Académica. Negrología,"""In Memoriam"": Víctor García Hoz",Alfonso; Millán Puelles López Quintás,1,1998,00703,00710,abrir_pdf.php?id=ANU-M-1998-10070300710
ANU-M-1998-10071100729,Vida Académica. Negrología,"""In Memoriam"": Luis Díez del Corral",Manuel; Campo Urbano Alonso Olea,1,1998,00711,00729,abrir_pdf.php?id=ANU-M-1998-10071100729
ANU-M-1998-10073100734,Vida Académica. Disertaciones,Relación por orden cronológico,RACMYP,1,1998,00731,00734,abrir_pdf.php?id=ANU-M-1998-10073100734
ANU-M-1998-10073500752,Vida Académica. Disertaciones,"Extracto del discurso de ingreso del académico de Número Excmo., Sr. D. Francisco Murillo Ferrol",RACMYP,1,1998,00735,00752,abrir_pdf.php?id=ANU-M-1998-10073500752
ANU-M-1998-10075300774,Vida Académica. Disertaciones,"Extracto del discurso de ingreso del académico de Número Excmo., Sr. D. Pedro Cerezo Galán",RACMYP,1,1998,00753,00774,abrir_pdf.php?id=ANU-M-1998-10075300774
ANU-M-1998-10077500787,Vida Académica. Disertaciones,"Extracto del discurso de ingreso del académico de Número Excmo., Sr. D. José Barea Tejeiro",RACMYP,1,1998,00775,00787,abrir_pdf.php?id=ANU-M-1998-10077500787
ANU-M-1998-10078900789,Vida Académica,NOTICIARIO ACADÉMICO,RACMYP,1,1998,00789,00789,abrir_pdf.php?id=ANU-M-1998-10078900789
ANU-M-1999-10000100005,Presentación,Por Enrique Fuentes Quintana. Presidente de la Real Academia de Ciencias Morales y Políticas,RACMYP,1,1999,00001,00005,abrir_pdf.php?id=ANU-M-1999-10000100005
ANU-M-1999-10000500028,Intervenciones Académicas. Ciclos monográficos. España en Europa: La convergencia real,Una introducción a la teoría y la política de la convergencia real,Julio Segura Sánchez,1,1999,00005,00028,abrir_pdf.php?id=ANU-M-1999-10000500028
ANU-M-1999-10002900040,Intervenciones Académicas. Ciclos monográficos. España en Europa: La convergencia real,Las condiciones de estabilidad y la convergencia real España-UE,Luis Angel Rojo Duque,1,1999,00029,00040,abrir_pdf.php?id=ANU-M-1999-10002900040
ANU-M-1999-10004100066,Intervenciones Académicas. Ciclos monográficos. España en Europa: La convergencia real,El sistema financiero español y la convergencia real,Rafael Termes Carreró,1,1999,00041,00066,abrir_pdf.php?id=ANU-M-1999-10004100066
ANU-M-1999-10006700094,Intervenciones Académicas. Ciclos monográficos. España en Europa: La convergencia real,El capital humano y la convergencia real España-UE,Jaime Tercero Lomba,1,1999,00067,00094,abrir_pdf.php?id=ANU-M-1999-10006700094
ANU-M-1999-10009500118,Intervenciones Académicas. Ciclos monográficos. España en Europa: La convergencia real,El sistema español de innovación como factor de convergencia real, José Ángel Sánchez Asiaín,1,1999,00095,00118,abrir_pdf.php?id=ANU-M-1999-10009500118
ANU-M-1999-10011900130,Intervenciones Académicas. Ciclos monográficos. España en Europa: La convergencia real,Los economistas españoles y la convergencia real,Fabián Estapé Rodríguez,1,1999,00119,00130,abrir_pdf.php?id=ANU-M-1999-10011900130
ANU-M-1999-10013100148,Intervenciones Académicas. Ciclos monográficos. España en Europa: La convergencia real,Convergencia de indicadores sociales en Europa: el caso de la familia,Salustiano del Campo Urbano,1,1999,00131,00148,abrir_pdf.php?id=ANU-M-1999-10013100148
ANU-M-1999-10014900177,Intervenciones Académicas. Ciclos monográficos. España en Europa: La convergencia real,La unidad de Europa y el cultivo de la vida espiritual,Alfonso López Quintás,1,1999,00149,00177,abrir_pdf.php?id=ANU-M-1999-10014900177
ANU-M-1999-10018100198,Intervenciones Académicas. Ciclos monográficos. Envejecimiento de la población española y su desequilibrio demográfico,El problema del envejecimiento demográfico. Perspectivas y dimensiones filosóficas,Antonio Millán Puelles,1,1999,00181,00198,abrir_pdf.php?id=ANU-M-1999-10018100198
ANU-M-1999-10019900226,Intervenciones Académicas. Ciclos monográficos. Envejecimiento de la población española y su desequilibrio demográfico,"Reflexiones desde la economía sobre los cambios demográficos españoles, con especial consideración del envejecimiento",Juan Velarde Fuertes,1,1999,00199,00226,abrir_pdf.php?id=ANU-M-1999-10019900226
ANU-M-1999-10022700252,Intervenciones Académicas. Ciclos monográficos. Envejecimiento de la población española y su desequilibrio demográfico,Envejecimiento de la población y vejez de la persona. Perspectivas éticas,Olegario González de Cardedal,1,1999,00227,00252,abrir_pdf.php?id=ANU-M-1999-10022700252
ANU-M-1999-10025300272,Intervenciones Académicas. Ciclos monográficos. Envejecimiento de la población española y su desequilibrio demográfico, Envejecer en la función pública y en el sector privado,Fernando Garrido Falla,1,1999,00253,00272,abrir_pdf.php?id=ANU-M-1999-10025300272
ANU-M-1999-10027300298,Intervenciones Académicas. Ciclos monográficos. Envejecimiento de la población española y su desequilibrio demográfico,Los efectos económicos del envejecimiento,José Barea Tejeiro,1,1999,00273,00298,abrir_pdf.php?id=ANU-M-1999-10027300298
ANU-M-1999-10029900310,Intervenciones Académicas. Ciclos monográficos. Envejecimiento de la población española y su desequilibrio demográfico,El derecho del viejo,Manuel Alonso Olea,1,1999,00299,00310,abrir_pdf.php?id=ANU-M-1999-10029900310
ANU-M-1999-10031100322,Intervenciones Académicas. Ciclos monográficos. Envejecimiento de la población española y su desequilibrio demográfico,Edad y creatividad en la historia del pensamiento jurídico y político (Consideraciones de índole biográfica y demográfica en torno al período activo de los respectivos autores),Antonio Truyol Serra,1,1999,00311,00322,abrir_pdf.php?id=ANU-M-1999-10031100322
ANU-M-1999-10032500334,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,La derecha,Manuel Fraga Iribarne,1,1999,00325,00334,abrir_pdf.php?id=ANU-M-1999-10032500334
ANU-M-1999-10033500346,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,Reflexión sobre la izquierda,Gregorio Peces-Barba Martínez,1,1999,00335,00346,abrir_pdf.php?id=ANU-M-1999-10033500346
ANU-M-1999-10034700370,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,El nacionalismo catalán,Laureano López Rodó,1,1999,00347,00370,abrir_pdf.php?id=ANU-M-1999-10034700370
ANU-M-1999-10037100398,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,Izquierda y derecha de hoy,Gonzalo Fernández De La Mora,1,1999,00371,00398,abrir_pdf.php?id=ANU-M-1999-10037100398
ANU-M-1999-10039900426,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,La topología del espacio político,Pedro Cerezo Galán,1,1999,00399,00426,abrir_pdf.php?id=ANU-M-1999-10039900426
ANU-M-1999-10042700442,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,El potencial de una idea. Derecha e izquierda en clave antropológica,Carmelo Lisón Tolosana,1,1999,00427,00442,abrir_pdf.php?id=ANU-M-1999-10042700442
ANU-M-1999-10044300448,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,Izquierdas y derechas: Una década decisiva,Francisco Murillo Ferrol,1,1999,00443,00448,abrir_pdf.php?id=ANU-M-1999-10044300448
ANU-M-1999-10044900488,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,Ontología de la derecha y la izquierda. Un posible capítulo de teología política,Dalmacio Negro Pavón,1,1999,00449,00488,abrir_pdf.php?id=ANU-M-1999-10044900488
ANU-M-1999-10048900500,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,El dualismo occidental y los partidos de izquierdas y derechas,José Luis Pinillos Díaz,1,1999,00489,00500,abrir_pdf.php?id=ANU-M-1999-10048900500
ANU-M-1999-10050100528,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,Derecha-centro-izquierda: ¿Una tricotomía convencional y evarescente?,Pablo Lucas Verdú,1,1999,00501,00528,abrir_pdf.php?id=ANU-M-1999-10050100528
ANU-M-1999-10052900540,Intervenciones Académicas. Ciclos monográficos. Derechas e izquierdas en el mundo actual,Izquierdas y derechas en el mundo contemporáneo. ¿Existe divisón entre izquuierda y derecha en el mundo político?,Sabino Fernández Campo,1,1999,00529,00540,abrir_pdf.php?id=ANU-M-1999-10052900540
ANU-M-1999-10054300578,Intervenciones Académicas. Otras disertaciones,El Derecho como ciencia moral y como moderardor de la política y de la economía,Juan Vallet de Goytisolo,1,1999,00543,00578,abrir_pdf.php?id=ANU-M-1999-10054300578
ANU-M-1999-10057900590,Intervenciones Académicas. Otras disertaciones,Nueva estrategia atlántica y nuevo nomos de la tierra (En torno a la crisis de Kosovo),Miguel Herrero y Rodríguez de Miñón,1,1999,00579,00590,abrir_pdf.php?id=ANU-M-1999-10057900590
ANU-M-1999-10059100610,Intervenciones Académicas. Otras disertaciones,Aproximación al ideario jurídico de Niceto Alcalá Zamora y Torres,Antonio Enrique Pérez Luño,1,1999,00591,00610,abrir_pdf.php?id=ANU-M-1999-10059100610
ANU-M-1999-10061100642,Intervenciones Académicas. Otras disertaciones,Apuntes historiográficos acerca de una polémica sobre España,José Manuel Cuenca Toribio,1,1999,00611,00642,abrir_pdf.php?id=ANU-M-1999-10061100642
ANU-M-1999-10064300651,Intervenciones Académicas. Otras disertaciones,Elegía y loa del libro,Gonzalo Fernández De La Mora,1,1999,00643,00651,abrir_pdf.php?id=ANU-M-1999-10064300651
ANU-M-1999-10065500664,Otras Actividades Académicas. Nuevos ingresos,Biosociología del envejecimiento humano,José María Segovia de Arana,1,1999,00655,00664,abrir_pdf.php?id=ANU-M-1999-10065500664
ANU-M-1999-10066700667,Otras Actividades Académicas. Homenajes académicos,Homenaje a Don Niceto Alcalá-Zamora y Torres,RACMYP,1,1999,00667,00667,abrir_pdf.php?id=ANU-M-1999-10066700667
ANU-M-1999-10066800670,Otras Actividades Académicas. Homenajes académicos,Palabras de la Ministra de Justicia,RACMYP,1,1999,00668,00670,abrir_pdf.php?id=ANU-M-1999-10066800670
ANU-M-1999-10067100678,Otras Actividades Académicas. Homenajes académicos,Don Niceto Alcalá-Zamora en la Real Academia de Ciencias Morales y Políticas,Salustiano del Campo Urbano,1,1999,00671,00678,abrir_pdf.php?id=ANU-M-1999-10067100678
ANU-M-1999-10067900701,Otras Actividades Académicas. Homenajes académicos,"Niceto Alcalá-Zamora, hombre de Derecho",Jesús González Pérez,1,1999,00679,00701,abrir_pdf.php?id=ANU-M-1999-10067900701
ANU-M-1999-10070200710,Otras Actividades Académicas. Homenajes académicos,Alcalá-Zamora y los mitos económicos de la II República,Juan Velarde Fuertes,1,1999,00702,00710,abrir_pdf.php?id=ANU-M-1999-10070200710
ANU-M-1999-10071100718,Otras Actividades Académicas. Homenajes académicos,Sincero y respetuoso recuerdo de Don Niceto Alcalá-Zamora,RACMYP,1,1999,00711,00718,abrir_pdf.php?id=ANU-M-1999-10071100718
ANU-M-1999-10071900728,Otras Actividades Académicas. Homenajes académicos,"Palabras del Presidente de la Xunta de Galicia, en la presentación del libro ""50 Años del turismo español""",Manuel Fraga Iribarne,1,1999,00719,00728,abrir_pdf.php?id=ANU-M-1999-10071900728
ANU-M-1999-10073100736,Noticiario Académico,Crónica académica,RACMYP,1,1999,00731,00736,abrir_pdf.php?id=ANU-M-1999-10073100736
ANU-M-1999-10073700740,Noticiario Académico,Relación de disertaciones por orden cronológico,RACMYP,1,1999,00737,00740,abrir_pdf.php?id=ANU-M-1999-10073700740
ANU-M-1999-10074100744,Noticiario Académico,La Real Academia de Ciencias Morales y Políticas y su ampliación en la Casa de Don Álvaro de Luján,RACMYP,1,1999,00741,00744,abrir_pdf.php?id=ANU-M-1999-10074100744
ANU-M-1999-10074500752,Noticiario Académico,"Difusión y presentación de ""Papeles y Memorias""",RACMYP,1,1999,00745,00752,abrir_pdf.php?id=ANU-M-1999-10074500752
ANU-M-1999-10075300754,Noticiario Académico,"Encuentro ""Los mayores en la ciudad""",RACMYP,1,1999,00753,00754,abrir_pdf.php?id=ANU-M-1999-10075300754
ANU-M-1999-10075500758,Noticiario Académico,"Presentación del libro ""50 Años del turismo español""",RACMYP,1,1999,00755,00758,abrir_pdf.php?id=ANU-M-1999-10075500758
ANU-M-1999-10075900760,Noticiario Académico,Acto de entrega del Archivo documental de Don Antonio Flores de Lemus a la Real Academia de las Ciencias Morales y Políticas por parte de sus herederos,RACMYP,1,1999,00759,00760,abrir_pdf.php?id=ANU-M-1999-10075900760
ANU-M-1999-10076100763,Noticiario Académico,Acto de entrega del Archivo documental de Don Antonio Flores de Lemus a la Real Academia de las Ciencias Morales y Políticas por parte de sus herederos. Palabras de D. JUAN VELARDE FUERTES,RACMYP,1,1999,00761,00763,abrir_pdf.php?id=ANU-M-1999-10076100763
ANU-M-1999-10076400764,Noticiario Académico,Acto de entrega del Archivo documental de Don Antonio Flores de Lemus a la Real Academia de las Ciencias Morales y Políticas por parte de sus herederos: Palabras de D. FABIÁN ESTAPÉ RODRÍGUEZ,RACMYP,1,1999,00764,00764,abrir_pdf.php?id=ANU-M-1999-10076400764
ANU-M-1999-10076500768,Noticiario Académico,Acto de entrega del Archivo documental de Don Antonio Flores de Lemus a la Real Academia de las Ciencias Morales y Políticas por parte de sus herederos: Palabras de D. ANTONIO DE LECEA FLORES DE LEMUS,RACMYP,1,1999,00765,00768,abrir_pdf.php?id=ANU-M-1999-10076500768
ANU-M-1999-10076900769,Noticiario Académico,"Tribuna joven: ""Raíces históricas de los problemas de la economía actual""",RACMYP,1,1999,00769,00769,abrir_pdf.php?id=ANU-M-1999-10076900769
ANU-M-2000-10000100010,Presentación,Por Enrique Fuentes Quintana. Presidente de la Real Academia de Ciencias Morales y Políticas,RACMYP,1,2000,00001,00010,abrir_pdf.php?id=ANU-M-2000-10000100010
ANU-M-2000-10000500036,Intervenciones Académicas. Ciclos monográficos. Año 2000. Balance de llegada de la economía,Balance de llegada al año 2000. La economía,Enrique Fuentes Quintana,1,2000,00005,00036,abrir_pdf.php?id=ANU-M-2000-10000500036
ANU-M-2000-10001300015,Presentación,DOS ACONTECIMIENTOS HISTÓRICOS EN LA VIDA DE LA REAL ACADEMIA DE CIENCIAS MORALES Y POLÍTICAS. Palabras de S.M. el Rey en la inauguración del Curso Académico 1999-2000 de las Reales Academias del Instituto de España,RACMYP,1,2000,00013,00015,abrir_pdf.php?id=ANU-M-2000-10001300015
ANU-M-2000-10001700029,Presentación,"DOS ACONTECIMIENTOS HISTÓRICOS EN LA VIDA DE LA REAL ACADEMIA DE CIENCIAS MORALES Y POLÍTICAS. Palabras del Excmo. Sr. D. Enrique Fuentes Quintana en la inauguración de la ampliación de su sede al nuevo edificio de la Plaza de la Villa, 3",RACMYP,1,2000,00017,00029,abrir_pdf.php?id=ANU-M-2000-10001700029
ANU-M-2000-10003700058,Intervenciones Académicas. Ciclos monográficos. Año 2000. Balance de llegada de la economía,El sector público en economía de mercado: ¿qué hemos aprendido a finales del siglo XX?,Julio Segura Sánchez,1,2000,00037,00058,abrir_pdf.php?id=ANU-M-2000-10003700058
ANU-M-2000-10005900072,Intervenciones Académicas. Ciclos monográficos. Año 2000. Balance de llegada de la economía,Política monetaria y banco central ante el 2000,Luis Angel Rojo Duque,1,2000,00059,00072,abrir_pdf.php?id=ANU-M-2000-10005900072
ANU-M-2000-10007300102,Intervenciones Académicas. Ciclos monográficos. Año 2000. Balance de llegada de la economía,La herencia que recibe el año 2000 de los investigadores económicos más destacados del siglo actual,Fabián Estapé Rodríguez,1,2000,00073,00102,abrir_pdf.php?id=ANU-M-2000-10007300102
ANU-M-2000-10010300128,Intervenciones Académicas. Ciclos monográficos. Año 2000. Balance de llegada de la economía,El déficit público como herencia negativa: ¿hemos aprendido a controlarlo?,José Barea Tejero,1,2000,00103,00128,abrir_pdf.php?id=ANU-M-2000-10010300128
ANU-M-2000-10012900170,Intervenciones Académicas. Ciclos monográficos. Año 2000. Balance de llegada de la economía,La banca española ante los retos de fin de siglo,Rafael Termes Carreró,1,2000,00129,00170,abrir_pdf.php?id=ANU-M-2000-10012900170
ANU-M-2000-10017100204,Intervenciones Académicas. Ciclos monográficos. Año 2000. Balance de llegada de la economía,El sistema español de innovación y la Universidad, José Ángel Sánchez Asiaín,1,2000,00171,00204,abrir_pdf.php?id=ANU-M-2000-10017100204
ANU-M-2000-10020700226,Intervenciones Académicas. Ciclos monográficos. La sociedad española en dos fechas: 1900-2000,Imaginación en la tradición: Betanzos 1900-2000,José Antonio Fernández de Rota,1,2000,00207,00226,abrir_pdf.php?id=ANU-M-2000-10020700226
ANU-M-2000-10022700262,Intervenciones Académicas. Ciclos monográficos. La sociedad española en dos fechas: 1900-2000,De la crisis del liberalismo a la crisis de la democracia (1900-2000),Pedro Cerezo Galán,1,2000,00227,00262,abrir_pdf.php?id=ANU-M-2000-10022700262
ANU-M-2000-10026300280,Intervenciones Académicas. Ciclos monográficos. La sociedad española en dos fechas: 1900-2000,PABLO LUCAS VERDÚ: Un precursor de la crítica del fenómeno partidocrático.: Marco Minghetti: Su examen de esta cuestión y el destino,Pablo Lucas Verdú,1,2000,00263,00280,abrir_pdf.php?id=ANU-M-2000-10026300280
ANU-M-2000-10028100340,Intervenciones Académicas. Ciclos monográficos. La sociedad española en dos fechas: 1900-2000,Tendencias sociales recientes en Italia (1960-1995),Alberto Martinelli,1,2000,00281,00340,abrir_pdf.php?id=ANU-M-2000-10028100340
ANU-M-2000-10034100366,Intervenciones Académicas. Ciclos monográficos. La sociedad española en dos fechas: 1900-2000,La actitud de los españoles respecto a los valores a finales del siglo XX,Alfonso López Quintás,1,2000,00341,00366,abrir_pdf.php?id=ANU-M-2000-10034100366
ANU-M-2000-10036700378,Intervenciones Académicas. Ciclos monográficos. La sociedad española en dos fechas: 1900-2000,Antropología en la frontera de dos siglos (la dialéctica de un continuum),Carmelo Lisón Tolosana,1,2000,00367,00378,abrir_pdf.php?id=ANU-M-2000-10036700378
ANU-M-2000-10037900390,Intervenciones Académicas. Ciclos monográficos. La sociedad española en dos fechas: 1900-2000,Inteligencia y razón en la cultura contemporánea,José Luis Pinillos Díaz,1,2000,00379,00390,abrir_pdf.php?id=ANU-M-2000-10037900390
ANU-M-2000-10039100414,Intervenciones Académicas. Ciclos monográficos. La sociedad española en dos fechas: 1900-2000,¿Aldea global o particularismo universal?,Francisco Murillo Ferrol,1,2000,00391,00414,abrir_pdf.php?id=ANU-M-2000-10039100414
ANU-M-2000-10041500432,Intervenciones Académicas. Ciclos monográficos. La sociedad española en dos fechas: 1900-2000,La salud de los españoles del siglo XX,José María Segovia de Arana,1,2000,00415,00432,abrir_pdf.php?id=ANU-M-2000-10041500432
ANU-M-2000-10043500448,Intervenciones Académicas. Ciclos monográficos. Año 2000: Balance de llegada de la política y del derecho,El proceso de desideologización política,Gonzalo Fernández De La Mora,1,2000,00435,00448,abrir_pdf.php?id=ANU-M-2000-10043500448
ANU-M-2000-10044900472,Intervenciones Académicas. Ciclos monográficos. Año 2000: Balance de llegada de la política y del derecho,Balance de un siglo de constitucionalismo. De la racionalización al neohistoricismo,Miguel Herrero y Rodríguez de Miñón,1,2000,00449,00472,abrir_pdf.php?id=ANU-M-2000-10044900472
ANU-M-2000-10047300484,Intervenciones Académicas. Ciclos monográficos. Año 2000: Balance de llegada de la política y del derecho,Problemas actuales de los derechos humanos,Gregorio Peces-Barba Martínez,1,2000,00473,00484,abrir_pdf.php?id=ANU-M-2000-10047300484
ANU-M-2000-10048500512,Intervenciones Académicas. Ciclos monográficos. Año 2000: Balance de llegada de la política y del derecho, La justicia en España ante el siglo XXI,Jesús González Pérez,1,2000,00485,00512,abrir_pdf.php?id=ANU-M-2000-10048500512
ANU-M-2000-10051300530,Intervenciones Académicas. Ciclos monográficos. Año 2000: Balance de llegada de la política y del derecho,Las fuerzas armadas españolas ante un nuevo siglo (reflexiones sobre el artículo 8º de la Constitución),Sabino Fernández Campo,1,2000,00513,00530,abrir_pdf.php?id=ANU-M-2000-10051300530
ANU-M-2000-10053100578,Intervenciones Académicas. Ciclos monográficos. Año 2000: Balance de llegada de la política y del derecho,Los partidos políticos en España ante el año 2000,Dalmacio Negro Pavón,1,2000,00531,00578,abrir_pdf.php?id=ANU-M-2000-10053100578
ANU-M-2000-10057900602,Intervenciones Académicas. Ciclos monográficos. Año 2000: Balance de llegada de la política y del derecho,Las administraciones públicas y la burocracia ante el siglo XXI,Fernando Garrido Falla,1,2000,00579,00602,abrir_pdf.php?id=ANU-M-2000-10057900602
ANU-M-2000-10060300613,Intervenciones Académicas. Ciclos monográficos. Año 2000: Balance de llegada de la política y del derecho,Evolución del sistema socio-político español durante la vigencia constitucional,Manuel Ramírez Jiménez,1,2000,00603,00613,abrir_pdf.php?id=ANU-M-2000-10060300613
ANU-M-2000-10061700638,Intervenciones Académicas. Otras disertaciones,Balance de las definiciones de la palabra derecho en su sentido objetivo expresadas en el siglo XX,Juan Vallet de Goytisolo,1,2000,00617,00638,abrir_pdf.php?id=ANU-M-2000-10061700638
ANU-M-2000-10064300644,Otras Actividades Académicas. Apertura de curso,Apertura de curso de las Reales Academias del Instituto de España,RACMYP,1,2000,00643,00644,abrir_pdf.php?id=ANU-M-2000-10064300644
ANU-M-2000-10064700648,Otras Actividades Académicas. Homenajes académicos,Exposiciones Sales y Ferré,RACMYP,1,2000,00647,00648,abrir_pdf.php?id=ANU-M-2000-10064700648
ANU-M-2000-10064900664,Otras Actividades Académicas. Homenajes académicos,Exposiciones Sales y Ferré. Palabras de D. ENRIQUE FUENTES QUINTANA,Enrique Fuentes Quintana,1,2000,00649,00664,abrir_pdf.php?id=ANU-M-2000-10064900664
ANU-M-2000-10066500668,Otras Actividades Académicas. Homenajes académicos,Exposiciones Sales y Ferré. Palabras de D. SALUSTIANO DEL CAMPO URBANO,Salustiano del Campo Urbano,1,2000,00665,00668,abrir_pdf.php?id=ANU-M-2000-10066500668
ANU-M-2000-10066900672,Otras Actividades Académicas. Homenajes académicos,Exposiciones Sales y Ferré. Palabras de D. RAFAEL PUYOL ANTOLÍN,Rafael Puyol Antolín,1,2000,00669,00672,abrir_pdf.php?id=ANU-M-2000-10066900672
ANU-M-2000-10067300678,Otras Actividades Académicas. Homenajes académicos,Exposiciones Sales y Ferré. Palabras de D. JOSÉ E. RODRÍGUEZ IBÁÑEZ,José E. Rodríguez Ibáñez,1,2000,00673,00678,abrir_pdf.php?id=ANU-M-2000-10067300678
ANU-M-2000-10067900689,Otras Actividades Académicas. Homenajes académicos,Exposiciones Sales y Ferré. Presentación del libro de D. MANUEL NÚÑEZ ENCABO,RACMYP,1,2000,00679,00689,abrir_pdf.php?id=ANU-M-2000-10067900689
ANU-M-2000-10069300700,Otras Actividades Académicas. Necrologías,"""In memoriam"": Laureano López Rodó. D. Jesús González Pérez",Jesús González Pérez,1,2000,00693,00700,abrir_pdf.php?id=ANU-M-2000-10069300700
ANU-M-2000-10070100702,Otras Actividades Académicas. Necrologías,"""In memoriam"": Laureano López Rodó. D. Fabián Estapé Rodríguez",Fabián Estapé Rodríguez,1,2000,00701,00702,abrir_pdf.php?id=ANU-M-2000-10070100702
ANU-M-2000-10070300705,Otras Actividades Académicas. Necrologías,"""In memoriam"": Laureano López Rodó. Don Rafael Temes Carreró",Rafael Termes Carreró,1,2000,00703,00705,abrir_pdf.php?id=ANU-M-2000-10070300705
ANU-M-2000-10071100728,Otras Actividades Académicas. Actos públicos,"CONMEMORACIÓN DEL PRIMER CENTENARIO DE LA SEGURIDAD SOCIAL. Palabras de D. Manuel Alonso Olea: El origen de la Seguridad Social en la Ley de Accidentes de Trabajo, de 30 de enero de 1990",Manuel Alonso Olea,1,2000,00711,00728,abrir_pdf.php?id=ANU-M-2000-10071100728
ANU-M-2000-10072900768,Otras Actividades Académicas. Actos públicos,CONMEMORACIÓN DEL PRIMER CENTENARIO DE LA SEGURIDAD SOCIAL. Palabras de D. Juan Velarde Fuertes: Relfexión sobre dos circunstancias inseguras: La Seguridad Social española en 1900 y 2000,Juan Velarde Fuertes,1,2000,00729,00768,abrir_pdf.php?id=ANU-M-2000-10072900768
ANU-M-2000-10076900784,Otras Actividades Académicas. Actos públicos,CONMEMORACIÓN DEL PRIMER CENTENARIO DE LA SEGURIDAD SOCIAL. Palabras de D. José María Segovia de Arana: Asistencia sanitaria y Seguridad Social en España,José María Segovia de Arana,1,2000,00769,00784,abrir_pdf.php?id=ANU-M-2000-10076900784
ANU-M-2000-10078500806,Otras Actividades Académicas. Actos públicos,CONMEMORACIÓN DEL PRIMER CENTENARIO DE LA SEGURIDAD SOCIAL. Palabras de D.José Barea Tejeiro: Una solución para la visibilidad financiera del sistema de pensiones contributivas,José Barea Tejeiro,1,2000,00785,00806,abrir_pdf.php?id=ANU-M-2000-10078500806
ANU-M-2000-10080700813,Otras Actividades Académicas. Actos públicos,"PRESENTACIÓN DE LOS LIBROS ""EL SISTEMA DE LA MONEDA-PAPEL"" Y ""DE LA LIBERTAD DE COMERCIO"". Palabras de D. JUAN VELARDE FUERTES",Juan Velarde Fuertes,1,2000,00807,00813,abrir_pdf.php?id=ANU-M-2000-10080700813
ANU-M-2000-10081700824,Noticiario Académico,Crónica académica,RACMYP,1,2000,00817,00824,abrir_pdf.php?id=ANU-M-2000-10081700824
ANU-M-2000-10082500828,Noticiario Académico,Relación de disertaciones por orden cronológico,RACMYP,1,2000,00825,00828,abrir_pdf.php?id=ANU-M-2000-10082500828
ANU-M-2000-10082900832,Noticiario Académico,"Difusión y presentación de ""Papeles y Memorias""",RACMYP,1,2000,00829,00832,abrir_pdf.php?id=ANU-M-2000-10082900832
